t0_tag,gene,sim_l2_end,sim_l2_start,scan_l2,bio_rank,mean_expr,frac_expr,is_ref,sim_rank
t115d_RG,DACH1,0.13950905,0.11542308,0.11542308,27,5.851156,0.7760115606936416,False,23
t115d_RG,ANKS1B,0.1390038,0.117113434,0.117113434,25,5.7080927,0.9089595375722545,False,24
t115d_RG,LSAMP,0.1382628,0.11741088,0.11741088,24,9.964596,0.9465317919075144,False,25
t115d_RG,SOX2-OT,0.13819595,0.10222136,0.10222136,41,3.5643063,0.7239884393063584,False,26
t115d_RG,PCDH9,0.13713898,0.11972435,0.11972435,23,5.521676,0.8229768786127167,False,27
t115d_RG,PANTR1,0.1363975,0.10580633,0.10580633,37,3.458815,0.6524566473988439,False,28
t115d_RG,PTPRD,0.13593656,0.10233695,0.10233695,40,5.677746,0.8901734104046243,False,29
t115d_RG,CTNND2,0.13543206,0.10026914,0.10026914,45,9.063583,0.9682080924855492,False,30
t115d_RG,ROBO2,0.13324614,0.11598113,0.11598113,26,7.4378614,0.7861271676300579,False,31
t115d_RG,BASP1,0.13212469,0.09999122,0.09999122,46,4.853324,0.8020231213872833,False,32
t115d_RG,SOX11,0.13190992,0.1316179,0.1316179,14,2.0520232,0.6582369942196532,False,33
t115d_RG,ADGRV1,0.13162886,0.11117264,0.11117264,31,14.534682,0.7608381502890174,False,34
t115d_RG,STMN1,0.13037892,0.105812654,0.105812654,36,3.3706648,0.7666184971098265,False,35
t115d_RG,LINC01965,0.12978683,0.106696,0.106696,33,8.71315,0.4385838150289017,False,36
t115d_RG,NLGN1,0.12953806,0.10054832,0.10054832,43,8.537572,0.8511560693641619,False,37
t115d_RG,NAV3,0.12922017,0.11328436,0.11328436,29,4.680636,0.740606936416185,False,38
t115d_RG,METAP2,0.12765725,0.100693256,0.100693256,42,5.544075,0.9328034682080923,False,39
t115d_RG,FABP7,0.12703803,0.114177436,0.114177436,28,6.2745667,0.619942196531792,False,40
t115d_RG,DLGAP1,0.12696272,0.106328614,0.106328614,34,7.642341,0.7312138728323699,False,41
t115d_RG,SOX6,0.1262702,0.10047441,0.10047441,44,6.5498557,0.8070809248554913,False,42
t115d_RG,NCAM2,0.12577169,0.09259739,0.09259739,56,5.194364,0.8757225433526011,False,43
t115d_RG,PARD3B,0.12464713,0.09362321,0.09362321,52,5.8460984,0.8526011560693642,False,44
t115d_RG,PTPRZ1,0.124194875,0.104957856,0.104957856,38,9.654624,0.786849710982659,False,45
t115d_RG,CADM2,0.12358344,0.09685364,0.09685364,47,6.5130057,0.7622832369942196,False,46
t115d_RG,GPM6A,0.12299604,0.096573606,0.096573606,48,6.75578,0.9328034682080923,False,47
t115d_RG,MARCKS,0.12228934,0.122801766,0.122801766,19,4.70737,0.7059248554913294,False,48
t115d_RG,HMGB1,0.11952194,0.1026763,0.1026763,39,4.353324,0.8027456647398844,False,49
t115d_RG,TCF7L2-1,0.118715726,0.08583254,0.08583254,63,3.9212427,0.7001445086705202,False,50
t115d_RG,MSI2,0.1170171,0.08210305,0.08210305,67,4.8395953,0.8171965317919075,False,51
t115d_RG,CKB,0.11691249,0.08892711,0.08892711,57,4.232659,0.6734104046242775,False,52
t115d_RG,NRG1-1,0.116765745,0.093332544,0.093332544,54,14.2536125,0.721820809248555,False,53
t115d_RG,ERBB4,0.11669428,0.07279531,0.07279531,91,2.6632948,0.4898843930635838,False,54
t115d_RG,NCKAP5,0.1159267,0.08723919,0.08723919,61,5.9486995,0.875,False,55
t115d_RG,RORA-2,0.11580467,0.08759645,0.08759645,60,5.601156,0.8952312138728323,False,56
t115d_RG,CSMD1,0.11544694,0.0805499,0.0805499,72,2.9140174,0.5888728323699421,False,57
t115d_RG,MPP2,0.11499078,0.09532657,0.09532657,51,4.544075,0.7940751445086706,False,58
t115d_RG,NEDD4L,0.11402542,0.08621713,0.08621713,62,6.9024568,0.7030346820809249,False,59
t115d_RG,PTPRM,0.11378003,0.095533445,0.095533445,50,6.480491,0.7940751445086706,False,60
t115d_RG,RBFOX1,0.1133427,0.085142456,0.085142456,64,4.380058,0.6683526011560693,False,61
t115d_RG,CELF2,0.11245788,0.08073537,0.08073537,71,4.663295,0.8359826589595376,False,62
t115d_RG,NR2F1,0.11194657,0.09346414,0.09346414,53,1.8937861,0.5932080924855492,False,63
t115d_RG,GLI3,0.11191414,0.095643334,0.095643334,49,6.114162,0.5982658959537572,False,64
t115d_RG,SETBP1,0.111773685,0.08807988,0.08807988,59,5.9125724,0.8533236994219653,False,65
t115d_RG,NTM,0.11153251,0.08132344,0.08132344,69,3.0852602,0.7167630057803468,False,66
t115d_RG,SLC1A3,0.1111538,0.081920676,0.081920676,68,5.12789,0.7875722543352601,False,67
t115d_RG,CTNNA2,0.110967405,0.067893125,0.067893125,104,4.230491,0.5505780346820809,False,68
t115d_RG,PBX1,0.10935444,0.08010738,0.08010738,74,3.8706648,0.8179190751445087,False,69
t115d_RG,TUBB2A,0.10891607,0.08342239,0.08342239,66,2.477601,0.6625722543352601,False,70
t115d_RG,MPPED2,0.10881543,0.08844541,0.08844541,58,3.9371388,0.583092485549133,False,71
t115d_RG,ANK2,0.108320735,0.08489707,0.08489707,65,4.49711,0.7239884393063584,False,72
t115d_RG,HNRNPH1,0.10818941,0.105884664,0.105884664,35,1.6712428,0.634393063583815,False,73
t115d_RG,TMEM132B,0.10818243,0.07712122,0.07712122,77,5.3150287,0.5245664739884393,False,74
t115d_RG,PTPRS,0.10710321,0.09311678,0.09311678,55,1.7160405,0.6842485549132948,False,75
t115d_RG,MAST4,0.106077775,0.071498744,0.071498744,96,3.474711,0.5903179190751445,False,76
t115d_RG,LIMCH1,0.10541052,0.07161202,0.07161202,95,2.6322255,0.7189306358381503,False,77
t115d_RG,RERE,0.10524893,0.07703452,0.07703452,78,3.9479768,0.8930635838150289,False,78
t115d_RG,CLU,0.105209,0.071215026,0.071215026,97,3.0809247,0.4725433526011561,False,79
t115d_RG,PRKG1,0.104670025,0.08043186,0.08043186,73,5.086705,0.8143063583815029,False,80
t115d_RG,GRIA1,0.1036671,0.07668655,0.07668655,79,1.958815,0.6828034682080925,False,81
t115d_RG,MAPK10,0.10335918,0.07442884,0.07442884,86,3.3540463,0.8265895953757225,False,82
t115d_RG,NFIX,0.103112675,0.07549504,0.07549504,84,1.6163294,0.5700867052023122,False,83
t115d_RG,AKAP6,0.10303189,0.077793345,0.077793345,76,3.1083815,0.8439306358381503,False,84
t115d_RG,TUBB3,0.10281763,0.07634645,0.07634645,81,1.5975434,0.6445086705202312,False,85
t115d_RG,TAFA1,0.10243032,0.07366993,0.07366993,87,1.8843931,0.5267341040462428,False,86
t115d_RG,MAGI2,0.1023463,0.07638949,0.07638949,80,4.9421964,0.8807803468208093,False,87
t115d_RG,TUBA1B,0.10234079,0.07615951,0.07615951,82,2.8540463,0.5447976878612717,False,88
t115d_RG,NKAIN2,0.10203341,0.07352633,0.07352633,88,2.49711,0.5982658959537572,False,89
t115d_RG,NTRK2,0.10067707,0.06935628,0.06935628,101,2.9328034,0.486271676300578,False,90
t115d_RG,TNC,0.10048634,0.07580758,0.07580758,83,2.150289,0.5144508670520231,False,91
t115d_RG,NRXN3,0.10031371,0.07319233,0.07319233,89,1.7304913,0.4797687861271676,False,92
t115d_RG,TTYH1,0.09993548,0.081267826,0.081267826,70,4.7044797,0.6286127167630058,False,93
t115d_RG,AFF3,0.099922985,0.074893974,0.074893974,85,3.00289,0.7651734104046243,False,94
t115d_RG,SHROOM3,0.09945617,0.07232709,0.07232709,93,5.4985547,0.694364161849711,False,95
t115d_RG,MARCKSL1,0.099095196,0.07864348,0.07864348,75,2.7630057,0.6770231213872833,False,96
t115d_RG,MAGI1,0.09874928,0.0676717,0.0676717,106,3.8453758,0.8554913294797688,False,97
t115d_RG,ZFHX4,0.09853473,0.07009177,0.07009177,99,2.7297688,0.4985549132947977,False,98
t115d_RG,HMGCS1,0.09849479,0.07199355,0.07199355,94,3.4609826,0.638728323699422,False,99
t115d_RG,LRRC4C,0.0983113,0.07232863,0.07232863,92,3.449422,0.6893063583815029,False,100
t115d_RG,DCLK1,0.0970357,0.06902128,0.06902128,102,3.6018786,0.8721098265895953,False,101
t115d_RG,GPM6B,0.09670972,0.070133075,0.070133075,98,5.8475432,0.838150289017341,False,102
t115d_RG,NNAT,0.09570101,0.06351097,0.06351097,115,3.1683526,0.6242774566473989,False,103
t115d_RG,GPC6,0.09558868,0.072920494,0.072920494,90,5.6748557,0.6755780346820809,False,104
t115d_RG,SNTG1,0.095431045,0.065238774,0.065238774,109,4.8092484,0.4963872832369942,False,105
t115d_RG,CSMD2,0.09521677,0.06943918,0.06943918,100,2.6163294,0.7651734104046243,False,106
t115d_RG,NCAM1,0.094925545,0.06814391,0.06814391,103,3.7810693,0.8244219653179191,False,107
t115d_RG,FOXP2,0.094585836,0.06287434,0.06287434,116,1.5765896,0.5426300578034682,False,108
t115d_RG,ROBO1,0.09422575,0.06413055,0.06413055,113,3.2796242,0.7196531791907514,False,109
t115d_RG,KAZN,0.09397317,0.0678792,0.0678792,105,5.5419073,0.8273121387283237,False,110
t115d_RG,ZEB1,0.09395386,0.06145141,0.06145141,122,3.4436417,0.7427745664739884,False,111
t115d_RG,TCF12,0.09343012,0.05967877,0.05967877,130,3.3684971,0.8453757225433526,False,112
t115d_RG,SOX4,0.091957405,0.06464241,0.06464241,111,2.41763,0.6748554913294798,False,113
t115d_RG,FOXP1,0.09163599,0.065364584,0.065364584,108,2.694364,0.680635838150289,False,114
t115d_RG,SLC35F1,0.09160402,0.06178238,0.06178238,121,4.5881505,0.7911849710982659,False,115
t115d_RG,LTBP1,0.09159045,0.060543764,0.060543764,127,4.264451,0.5708092485549133,False,116
t115d_RG,TMTC2,0.09148506,0.061430298,0.061430298,123,3.3800578,0.7333815028901735,False,117
t115d_RG,TMEM163,0.091365956,0.05828455,0.05828455,137,2.3027456,0.4942196531791907,False,118
t115d_RG,PDE4D,0.09071637,0.064700276,0.064700276,110,2.416185,0.6856936416184971,False,119
t115d_RG,DOK5,0.0901874,0.062454842,0.062454842,118,3.074422,0.513728323699422,False,120
t115d_RG,PTPRG,0.08989274,0.05851323,0.05851323,136,3.7463872,0.7326589595375722,False,121
t115d_RG,MGAT4C,0.08908283,0.066913,0.066913,107,3.0433526,0.5086705202312138,False,122
t115d_RG,DMD,0.088923834,0.06079632,0.06079632,124,3.7695086,0.8692196531791907,False,123
t115d_RG,MSRA,0.08873136,0.05661164,0.05661164,140,1.816474,0.6293352601156069,False,124
t115d_RG,EEPD1,0.08872935,0.059656188,0.059656188,131,3.3836706,0.5917630057803468,False,125
t115d_RG,VCAN,0.08852998,0.059581835,0.059581835,132,3.3908958,0.7543352601156069,False,126
t115d_RG,MARCHF1,0.08790397,0.05656776,0.05656776,141,2.37211,0.6589595375722543,False,127
t115d_RG,FBXL7,0.087502606,0.06273412,0.06273412,117,7.36922,0.8114161849710982,False,128
t115d_RG,PLEKHA5,0.087232515,0.05946889,0.05946889,133,3.965318,0.7897398843930635,False,129
t115d_RG,ID4,0.087110154,0.061782673,0.061782673,120,3.463873,0.6358381502890174,False,130
t115d_RG,FRMD4A,0.08699723,0.056407124,0.056407124,142,2.3395953,0.7066473988439307,False,131
t115d_RG,STMN2,0.0869722,0.058596496,0.058596496,135,1.1986995,0.5433526011560693,False,132
t115d_RG,TMEM132D,0.08638627,0.055933736,0.055933736,145,3.3648844,0.3432080924855491,False,133
t115d_RG,FAT3,0.08614101,0.06201236,0.06201236,119,3.226156,0.7687861271676301,False,134
t115d_RG,TOX,0.08601962,0.059935488,0.059935488,129,2.9942195,0.6726878612716763,False,135
t115d_RG,BCAN,0.08555621,0.056772333,0.056772333,138,2.2290463,0.4241329479768786,False,136
t115d_RG,PTMS,0.085154265,0.059217438,0.059217438,134,1.682081,0.5852601156069365,False,137
t115d_RG,FUT9,0.08505421,0.05626566,0.05626566,144,3.2825143,0.6950867052023122,False,138
t115d_RG,CDH4,0.08495259,0.060130224,0.060130224,128,2.7117052,0.6286127167630058,False,139
t115d_RG,TNRC6B,0.0848002,0.06069411,0.06069411,125,2.5513005,0.786849710982659,False,140
t115d_RG,PHACTR1,0.08415942,0.054999974,0.054999974,150,2.6083815,0.7117052023121387,False,141
t115d_RG,PCDHGB4,0.08402575,0.060646597,0.060646597,126,1.2427746,0.4118497109826589,False,142
t115d_RG,GPHN,0.08360048,0.05638385,0.05638385,143,2.8894508,0.8070809248554913,False,143
t115d_RG,CREB5,0.08298082,0.06449157,0.06449157,112,3.8504336,0.5816473988439307,False,144
t115d_RG,KCNH7,0.08236802,0.05555285,0.05555285,146,5.613439,0.6452312138728323,False,145
t115d_RG,CTNNB1,0.08202093,0.06399773,0.06399773,114,1.3959538,0.6026011560693642,False,146
t115d_RG,PAX6,0.08159007,0.05440858,0.05440858,151,0.8569364,0.4132947976878612,True,147
t115d_RG,RTN1,0.08081935,0.055340916,0.055340916,148,1.9118497,0.625,False,148
t115d_RG,CLASP2,0.078237005,0.0551791,0.0551791,149,3.2052023,0.8540462427745664,False,149
t115d_RG,SET,0.078093275,0.056768715,0.056768715,139,1.1856936,0.4934971098265896,False,150
t115d_RG,CDON,0.07613174,0.055481154,0.055481154,147,2.1040463,0.4378612716763005,False,151
t115d_RG,HES1,0.06485812,0.035590783,0.035590783,322,1.1690751,0.4212427745664739,True,152
t115d_RG,ASCL1,0.048643563,0.010684062,0.010684062,867,0.30491328,0.1372832369942196,True,153
t115d_RG,IL17RD,0.043790206,0.0091580665,0.0091580665,946,0.21242775,0.1582369942196531,True,154
t115d_RG,DLX2,0.039642762,0.002172567,0.002172567,1610,0.041907515,0.0289017341040462,True,155
t115d_RG,NEUROG2,0.039093785,0.0035486221,0.0035486221,1410,0.07947977,0.0455202312138728,True,156
